applicant_id,avg_monthly_balance,balance_volatility,avg_monthly_spending,essential_spending_pct,discretionary_spending_pct,num_bounced_checks_12m,salary_credit_regularity,num_digital_txns_monthly,cash_withdrawal_pct,min_balance_breaches_12m,emi_bounce_count_12m
APP007960,43300.0,0.29,34300.0,45.1,54.9,0,93.9,31,35.2,0,0
APP007961,41700.0,0.202,25100.0,48.4,51.6,0,84.1,29,36.3,0,0
APP007962,116400.0,0.05,23500.0,35.8,64.2,0,98.2,25,26.2,0,0
APP007963,105400.0,0.897,41400.0,40.0,60.0,0,78.0,23,17.3,0,0
APP007964,152300.0,0.05,22900.0,47.5,52.5,1,94.4,31,14.8,1,0
APP007965,97700.0,0.164,43600.0,33.1,66.9,1,94.2,22,26.8,0,0
APP007966,62300.0,0.05,19100.0,43.6,56.4,0,77.2,28,23.4,4,2
APP007967,349100.0,0.154,116600.0,33.2,66.8,0,95.4,30,9.4,2,0
APP007968,179400.0,0.603,35900.0,38.3,61.7,0,77.6,32,23.3,0,2
APP007969,113200.0,0.165,25600.0,48.3,51.7,2,75.0,27,18.0,0,0
APP007970,31600.0,0.394,13500.0,35.6,64.4,0,88.2,23,11.3,0,1
APP007971,14300.0,0.132,4300.0,57.7,42.3,1,92.5,38,5.3,0,0
APP007972,51500.0,0.166,9400.0,62.3,37.7,0,71.5,37,30.5,2,0
APP007973,72500.0,0.05,11500.0,54.6,45.4,5,76.6,26,5.2,1,0
APP007974,396100.0,0.407,79600.0,67.6,32.4,0,70.6,28,14.6,0,0
APP007975,59400.0,0.226,47800.0,49.0,51.0,2,88.2,35,25.9,0,0
APP007976,71900.0,0.454,27100.0,59.7,40.3,0,83.4,28,20.4,1,0
APP007977,122600.0,0.41,47300.0,46.7,53.3,0,76.3,28,8.4,2,1
APP007978,39400.0,0.05,13100.0,42.7,57.3,0,85.2,34,29.9,2,0
APP007979,19300.0,0.368,4000.0,38.9,61.1,0,88.3,34,25.7,1,1
APP007980,20200.0,0.156,14900.0,61.4,38.6,0,70.9,35,32.1,0,0
APP007981,62700.0,0.188,35300.0,36.6,63.4,0,80.2,34,5.5,0,1
APP007982,28100.0,0.414,19000.0,49.1,50.9,2,81.4,28,21.8,2,0
APP007983,73400.0,0.05,35800.0,43.8,56.2,0,90.9,28,32.6,2,0
APP007984,71300.0,0.618,30200.0,46.8,53.2,0,91.5,33,17.5,3,0
APP007985,43400.0,0.333,9400.0,64.8,35.2,3,88.5,33,34.9,1,3
APP007986,26800.0,0.237,21400.0,51.2,48.8,0,74.6,35,24.1,1,0
APP007987,57300.0,0.474,25000.0,31.1,68.9,1,78.2,34,16.4,0,3
APP007988,157100.0,0.05,28300.0,50.7,49.3,2,89.6,30,22.8,1,0
APP007989,47500.0,0.057,8500.0,56.8,43.2,2,74.2,30,24.5,2,0
APP007990,119200.0,0.077,97100.0,63.5,36.5,0,74.1,32,25.9,1,1
APP007991,53500.0,0.05,8500.0,58.1,41.9,0,76.4,21,15.4,1,1
APP007992,84600.0,0.678,12700.0,53.3,46.7,0,98.3,35,14.4,1,0
APP007993,36300.0,0.691,10400.0,48.4,51.6,3,99.4,36,36.6,0,0
APP007994,51300.0,0.05,38500.0,34.7,65.3,0,92.2,32,19.6,2,0
APP007995,16100.0,0.247,7300.0,58.1,41.9,0,85.9,32,10.0,0,0
APP007996,70300.0,0.467,18600.0,68.3,31.7,0,91.6,36,15.2,2,0
APP007997,67700.0,0.162,32600.0,44.0,56.0,0,91.2,31,29.9,0,0
APP007998,33200.0,0.128,17500.0,60.1,39.9,1,79.0,24,9.6,2,0
APP007999,49800.0,0.118,52500.0,49.5,50.5,0,79.9,29,36.6,0,0
APP008000,105300.0,0.092,51000.0,60.9,39.1,0,87.7,32,9.2,0,0
APP008001,103300.0,0.075,26600.0,43.0,57.0,0,91.9,32,10.7,0,1
APP008002,98100.0,0.688,21300.0,38.4,61.6,4,94.9,25,9.8,0,0
APP008003,92200.0,0.05,12700.0,43.5,56.5,0,80.0,39,32.1,2,0
APP008004,136000.0,0.91,45000.0,66.9,33.1,1,97.6,25,12.7,0,0
APP008005,66900.0,0.113,63900.0,65.2,34.8,2,70.8,37,38.1,2,0
APP008006,94000.0,0.103,26300.0,55.9,44.1,0,77.4,27,18.9,2,1
APP008007,117000.0,1.041,18100.0,48.9,51.1,0,86.5,27,19.3,1,0
APP008008,25200.0,0.409,6100.0,44.3,55.7,0,86.3,35,14.4,1,0
APP008009,68800.0,0.206,18700.0,53.3,46.7,1,83.2,34,33.8,2,0
APP008010,97000.0,0.176,19100.0,56.6,43.4,0,96.6,23,30.7,1,0
APP008011,216800.0,0.053,49100.0,51.2,48.8,0,89.6,35,15.3,0,0
APP008012,153000.0,0.316,37700.0,42.6,57.4,2,91.3,40,8.2,0,0
APP008013,232900.0,0.115,38000.0,63.1,36.9,0,81.4,25,19.5,3,0
APP008014,11400.0,0.292,8900.0,56.7,43.3,0,85.8,29,11.6,1,0
APP008015,45400.0,0.2,14500.0,67.6,32.4,0,71.2,29,8.2,0,0
APP008016,68000.0,0.145,19600.0,64.3,35.7,0,97.3,30,19.1,2,0
APP008017,145200.0,0.189,21200.0,67.3,32.7,1,73.0,33,22.3,3,1
APP008018,180400.0,0.132,51900.0,48.3,51.7,0,89.1,36,8.3,3,0
APP008019,40100.0,0.329,11200.0,32.1,67.9,0,72.4,31,25.2,0,1
APP008020,50400.0,0.064,48700.0,62.0,38.0,0,90.0,32,21.3,1,0
APP008021,15500.0,0.05,18300.0,64.7,35.3,1,87.7,35,8.3,2,0
APP008022,109100.0,0.288,27600.0,53.5,46.5,3,97.1,34,20.8,1,0
APP008023,38800.0,0.05,16800.0,35.8,64.2,0,96.0,31,22.8,1,1
APP008024,48900.0,0.074,13700.0,62.4,37.6,0,77.0,27,28.2,1,0
APP008025,91400.0,0.05,31200.0,36.6,63.4,0,86.0,23,28.5,1,0
APP008026,213600.0,0.05,61200.0,35.6,64.4,1,90.3,33,5.3,0,0
APP008027,83500.0,0.05,12400.0,50.9,49.1,0,95.1,31,26.7,0,2
APP008028,41100.0,0.133,26800.0,61.0,39.0,0,93.6,28,5.7,1,0
APP008029,184300.0,0.639,112600.0,54.1,45.9,0,71.5,32,22.1,1,1
APP008030,30900.0,0.49,7800.0,59.5,40.5,0,77.5,22,37.6,0,1
APP008031,25700.0,0.81,4000.0,65.0,35.0,0,79.6,38,10.1,0,0
APP008032,30600.0,0.569,13000.0,46.4,53.6,0,97.5,34,29.1,1,0
APP008033,67100.0,0.556,24400.0,67.9,32.1,0,97.1,30,27.0,1,2
APP008034,26800.0,0.08,3700.0,37.7,62.3,0,71.9,26,26.2,1,1
APP008035,266400.0,0.127,36500.0,39.7,60.3,0,73.7,33,20.0,1,0
APP008036,20200.0,0.404,4500.0,44.5,55.5,0,87.4,36,23.7,0,0
APP008037,52900.0,0.507,29700.0,35.0,65.0,0,97.1,37,23.8,0,0
APP008038,115700.0,0.235,32000.0,48.4,51.6,0,83.2,35,22.3,3,2
APP008039,55200.0,0.48,49700.0,46.9,53.1,0,75.9,27,16.7,0,0
APP008040,31600.0,0.612,41600.0,30.5,69.5,1,90.0,22,16.3,1,0
APP008041,292900.0,0.068,50200.0,33.7,66.3,0,77.5,31,25.8,2,4
APP008042,94100.0,0.235,23100.0,63.3,36.7,0,97.0,38,7.7,1,0
APP008043,88100.0,0.056,15700.0,60.2,39.8,0,98.5,36,20.5,3,0
APP008044,70500.0,0.245,27300.0,57.4,42.6,0,74.8,34,31.1,1,1
APP008045,116300.0,0.245,18100.0,54.2,45.8,0,99.3,33,34.1,2,0
APP008046,101400.0,0.05,20400.0,41.3,58.7,0,81.6,36,23.4,1,2
APP008047,103700.0,0.907,28200.0,31.4,68.6,0,80.4,32,35.5,1,0
APP008048,135900.0,0.168,24400.0,40.5,59.5,3,71.2,33,23.1,3,0
APP008049,145600.0,0.221,35000.0,69.1,30.9,1,75.1,32,36.0,1,0
APP008050,90200.0,0.506,14600.0,60.1,39.9,0,90.4,41,25.6,0,0
APP008051,33700.0,0.177,14400.0,52.9,47.1,1,92.4,24,10.1,1,3
APP008052,345200.0,0.499,79700.0,51.8,48.2,0,90.2,31,6.3,3,0
APP008053,282700.0,0.429,71400.0,62.4,37.6,0,94.9,28,5.8,0,3
APP008054,103900.0,0.05,35100.0,45.2,54.8,0,96.9,21,30.9,3,0
APP008055,75200.0,0.06,19800.0,46.1,53.9,0,88.9,31,29.4,1,3
APP008056,30600.0,0.386,22000.0,56.6,43.4,0,75.3,25,30.9,3,0
APP008057,48400.0,1.128,11400.0,35.3,64.7,0,71.2,40,14.3,0,1
APP008058,143500.0,0.258,48100.0,69.7,30.3,0,91.1,36,29.6,0,0
APP008059,113000.0,0.125,21600.0,32.6,67.4,1,99.3,24,26.1,0,0
APP008060,33300.0,0.059,29700.0,51.7,48.3,0,76.3,33,22.3,1,0
APP008061,58200.0,0.335,16900.0,32.1,67.9,0,83.1,27,23.3,1,0
APP008062,20100.0,1.078,6800.0,31.4,68.6,0,81.3,30,23.0,2,0
APP008063,47300.0,0.325,19400.0,67.2,32.8,0,72.1,36,37.7,1,0
APP008064,58000.0,0.207,20800.0,38.2,61.8,0,92.4,32,32.5,0,0
APP008065,81300.0,0.05,14300.0,52.8,47.2,0,71.2,27,32.3,1,0
APP008066,521400.0,0.05,130200.0,60.6,39.4,0,82.2,29,10.8,1,2
APP008067,328400.0,0.421,67700.0,53.3,46.7,0,83.4,19,6.7,1,0
APP008068,41000.0,0.163,27600.0,66.0,34.0,1,99.2,37,5.1,0,0
APP008069,90500.0,0.525,35200.0,60.7,39.3,1,74.0,27,37.8,3,0
APP008070,17600.0,0.159,12800.0,34.7,65.3,0,71.6,27,18.9,1,0
APP008071,161100.0,0.073,21100.0,42.3,57.7,0,83.4,34,22.1,1,1
APP008072,153600.0,0.524,47900.0,61.8,38.2,1,97.5,35,12.2,0,1
APP008073,50000.0,0.338,14400.0,39.3,60.7,0,88.0,25,15.5,2,0
APP008074,158700.0,0.337,37600.0,49.7,50.3,1,99.5,39,12.9,2,0
APP008075,55300.0,0.181,14400.0,32.6,67.4,2,72.0,31,17.2,1,1
APP008076,91200.0,0.123,34800.0,59.2,40.8,0,87.2,27,21.0,1,0
APP008077,356100.0,0.062,71100.0,58.0,42.0,0,99.7,21,24.4,0,0
APP008078,109800.0,0.066,35500.0,67.8,32.2,0,77.8,28,10.3,0,0
APP008079,31000.0,0.264,15200.0,41.6,58.4,1,78.9,33,19.7,0,2
APP008080,43700.0,0.237,45700.0,45.1,54.9,1,90.8,30,9.0,2,0
APP008081,135500.0,0.133,29900.0,63.1,36.9,0,93.0,29,21.4,3,0
APP008082,67800.0,0.069,12100.0,34.5,65.5,1,89.8,30,18.4,0,0
APP008083,105500.0,0.05,25100.0,34.1,65.9,0,77.3,27,11.5,1,0
APP008084,55400.0,0.325,24500.0,61.9,38.1,0,99.8,31,19.3,0,0
APP008085,59000.0,0.307,20000.0,42.2,57.8,0,96.0,24,23.2,1,2
APP008086,81300.0,0.226,21900.0,68.2,31.8,0,98.9,32,39.2,1,1
APP008087,177800.0,0.065,22100.0,69.2,30.8,0,75.7,31,34.2,1,0
APP008088,24100.0,0.601,4200.0,68.4,31.6,0,72.8,31,12.0,1,0
APP008089,239400.0,0.354,38500.0,66.8,33.2,0,73.8,27,14.2,3,0
APP008090,78700.0,0.085,27200.0,60.5,39.5,0,91.7,35,23.5,1,2
APP008091,61700.0,0.425,20600.0,59.2,40.8,0,70.7,29,35.5,0,1
APP008092,53700.0,0.783,39600.0,62.5,37.5,1,75.3,30,11.7,0,0
APP008093,53100.0,0.096,17400.0,41.8,58.2,0,83.5,28,11.2,1,0
APP008094,153500.0,0.333,55000.0,37.3,62.7,0,72.7,27,29.6,2,0
APP008095,99500.0,0.348,48600.0,58.7,41.3,0,75.0,25,23.9,1,0
APP008096,48300.0,0.099,13900.0,48.1,51.9,0,75.8,31,17.9,1,1
APP008097,43700.0,0.161,20900.0,55.4,44.6,0,75.2,29,29.4,0,0
APP008098,68000.0,0.64,15400.0,55.6,44.4,1,81.3,35,8.5,1,4
APP008099,275900.0,0.46,70000.0,35.2,64.8,3,98.5,30,6.9,0,0
APP008100,80800.0,0.343,24300.0,34.2,65.8,0,87.1,30,13.2,1,0
APP008101,49400.0,1.409,31100.0,58.2,41.8,1,89.6,33,22.1,0,0
APP008102,95100.0,0.404,23500.0,66.7,33.3,0,78.7,25,29.0,1,0
APP008103,62600.0,0.205,12700.0,33.6,66.4,0,95.5,31,24.3,3,1
APP008104,28500.0,0.05,7200.0,56.6,43.4,0,82.8,27,9.6,0,0
APP008105,214300.0,0.05,52000.0,46.2,53.8,0,77.5,32,34.2,1,0
APP008106,81800.0,0.099,26200.0,59.7,40.3,0,93.0,29,25.3,1,0
APP008107,107800.0,0.2,26000.0,48.6,51.4,2,87.8,36,14.6,0,0
APP008108,99300.0,0.581,22500.0,30.5,69.5,0,75.4,35,34.9,1,0
APP008109,30900.0,0.057,22900.0,57.8,42.2,1,88.6,31,28.3,0,1
APP008110,103600.0,0.131,24700.0,30.4,69.6,0,80.7,31,15.3,0,0
APP008111,26100.0,0.569,6000.0,51.0,49.0,1,90.5,23,36.7,1,0
APP008112,87600.0,0.05,27300.0,38.8,61.2,0,94.2,23,10.4,1,2
APP008113,188600.0,0.146,41000.0,37.5,62.5,2,86.5,38,9.0,0,0
APP008114,91200.0,0.48,65000.0,47.8,52.2,0,83.4,40,7.8,0,2
APP008115,174400.0,0.05,44400.0,45.3,54.7,0,73.1,31,33.0,0,0
APP008116,27300.0,0.05,26200.0,48.2,51.8,0,93.0,33,29.4,1,0
APP008117,48500.0,0.091,26100.0,48.4,51.6,0,91.8,29,28.0,1,1
APP008118,194400.0,0.05,52800.0,55.6,44.4,0,78.5,21,15.3,1,1
APP008119,34500.0,0.313,38100.0,30.9,69.1,0,83.6,31,11.0,1,0
APP008120,52500.0,0.484,17100.0,33.9,66.1,0,80.7,28,16.2,0,0
APP008121,45200.0,0.426,20700.0,40.9,59.1,0,75.3,29,17.9,1,0
APP008122,145800.0,0.295,20200.0,58.4,41.6,0,95.0,29,32.7,0,0
APP008123,114400.0,0.324,44600.0,43.6,56.4,3,85.1,32,33.5,0,0
APP008124,352200.0,0.358,102000.0,47.8,52.2,0,99.5,33,28.9,0,0
APP008125,205900.0,0.063,24300.0,53.2,46.8,2,98.1,24,22.3,3,0
APP008126,37000.0,0.096,29800.0,59.1,40.9,0,95.0,31,5.5,0,0
APP008127,6300.0,0.691,7800.0,58.9,41.1,0,77.1,26,13.9,1,1
APP008128,56000.0,0.05,21100.0,65.0,35.0,0,78.7,35,13.1,2,0
APP008129,52300.0,0.277,13500.0,61.5,38.5,0,71.7,29,39.9,4,1
APP008130,95900.0,0.075,19000.0,49.9,50.1,0,78.2,46,9.4,2,0
APP008131,36800.0,0.086,18300.0,33.2,66.8,0,84.2,29,36.9,3,1
APP008132,15900.0,0.367,18100.0,55.1,44.9,4,71.0,26,6.7,1,3
APP008133,56600.0,0.421,26400.0,65.4,34.6,1,71.2,28,16.0,0,0
APP008134,57200.0,0.119,20100.0,66.5,33.5,3,92.6,37,29.9,2,0
APP008135,135400.0,0.141,16700.0,30.8,69.2,0,99.3,40,8.9,0,0
APP008136,167200.0,0.05,46500.0,43.8,56.2,0,74.2,28,15.4,2,0
APP008137,51200.0,0.272,23500.0,61.1,38.9,2,87.2,35,11.1,0,1
APP008138,100000.0,0.078,37500.0,33.6,66.4,1,74.2,25,39.6,2,0
APP008139,93200.0,0.168,29400.0,68.5,31.5,0,93.6,19,24.4,1,0
APP008140,48500.0,0.05,12800.0,48.5,51.5,0,99.5,27,21.0,2,1
APP008141,113200.0,0.745,27600.0,44.6,55.4,0,88.0,34,21.3,1,0
APP008142,257800.0,0.05,49200.0,38.0,62.0,0,91.9,26,30.0,2,0
APP008143,27500.0,0.07,18500.0,62.3,37.7,0,80.6,25,29.9,0,0
APP008144,83700.0,0.161,46400.0,54.5,45.5,1,94.5,41,39.4,2,1
APP008145,84900.0,0.084,60000.0,47.1,52.9,1,90.4,33,37.4,1,0
APP008146,108200.0,0.468,46900.0,66.0,34.0,0,70.3,23,6.2,1,0
APP008147,289300.0,0.167,49600.0,51.4,48.6,0,79.4,37,36.8,1,0
APP008148,119200.0,0.137,30400.0,41.8,58.2,0,83.9,34,36.2,1,0
APP008149,116500.0,0.271,40700.0,48.9,51.1,5,96.1,27,9.7,0,0
APP008150,26100.0,0.222,5800.0,61.0,39.0,2,71.8,40,23.0,0,0
APP008151,44500.0,0.23,19000.0,69.6,30.4,0,95.8,31,27.9,0,0
APP008152,105000.0,0.335,15000.0,69.7,30.3,0,96.3,27,14.7,2,0
APP008153,49500.0,1.042,14900.0,56.2,43.8,0,83.0,29,9.5,1,0
APP008154,28100.0,0.05,21200.0,57.4,42.6,0,96.8,18,8.2,0,1
APP008155,34800.0,0.18,6700.0,62.7,37.3,0,83.8,26,32.7,1,0
APP008156,52400.0,0.538,18000.0,32.6,67.4,2,73.7,34,22.7,0,0
APP008157,63900.0,0.067,14200.0,66.2,33.8,0,78.9,27,39.0,1,0
APP008158,117900.0,0.217,18300.0,56.0,44.0,0,98.4,23,7.4,1,0
APP008159,9000.0,0.332,7700.0,62.1,37.9,2,83.4,22,37.0,2,0
APP008160,147200.0,1.122,34300.0,57.8,42.2,0,89.7,30,22.6,3,2
APP008161,57700.0,0.17,33900.0,61.1,38.9,0,96.5,25,21.7,0,0
APP008162,49900.0,0.076,24300.0,33.6,66.4,0,78.5,36,31.9,0,0
APP008163,121500.0,0.483,40000.0,65.5,34.5,0,95.3,31,13.0,1,0
APP008164,29500.0,0.654,15400.0,51.5,48.5,0,87.0,33,14.6,0,1
APP008165,54400.0,0.153,19400.0,59.2,40.8,0,89.3,20,35.4,0,0
APP008166,124300.0,0.131,17600.0,59.6,40.4,0,83.8,36,32.0,2,1
APP008167,35400.0,0.146,32100.0,69.2,30.8,0,97.1,31,6.4,1,0
APP008168,121500.0,0.05,31600.0,45.8,54.2,1,78.9,36,37.3,0,1
APP008169,138800.0,0.097,31700.0,53.5,46.5,0,85.7,29,27.6,2,3
APP008170,72000.0,0.212,28500.0,31.5,68.5,1,84.5,29,31.1,1,0
APP008171,212200.0,0.05,48800.0,66.7,33.3,3,85.7,26,10.5,0,0
APP008172,95700.0,0.659,33900.0,69.4,30.6,0,87.4,31,25.4,2,2
APP008173,48700.0,0.253,20300.0,66.1,33.9,2,91.0,44,20.6,2,0
APP008174,38500.0,0.211,31900.0,35.0,65.0,0,85.1,30,12.3,2,0
APP008175,96000.0,0.305,32600.0,32.6,67.4,0,97.9,19,16.5,1,2
APP008176,309400.0,0.123,62800.0,65.3,34.7,0,91.0,33,28.4,1,0
APP008177,30000.0,0.394,13500.0,41.4,58.6,0,92.5,30,27.5,1,0
APP008178,21600.0,0.076,5100.0,61.6,38.4,0,92.9,30,5.5,1,1
APP008179,120600.0,0.077,66100.0,32.3,67.7,0,79.0,34,28.9,0,0
APP008180,71200.0,0.05,11300.0,41.3,58.7,0,71.3,37,22.1,1,0
APP008181,29700.0,0.283,6300.0,63.5,36.5,0,76.9,32,9.5,1,0
APP008182,28600.0,0.121,23700.0,35.6,64.4,0,98.8,32,30.3,1,0
APP008183,48700.0,0.229,21700.0,64.5,35.5,0,92.8,31,30.5,2,2
APP008184,29500.0,0.763,16500.0,66.9,33.1,0,73.7,31,30.3,0,0
APP008185,80700.0,0.226,11100.0,61.3,38.7,0,81.2,31,22.0,1,0
APP008186,93900.0,0.458,17500.0,54.6,45.4,0,81.3,27,30.4,0,0
APP008187,109700.0,0.211,24400.0,53.9,46.1,3,70.2,38,29.4,0,0
APP008188,52700.0,0.233,13400.0,51.8,48.2,2,77.7,26,9.1,1,1
APP008189,28800.0,0.182,14200.0,43.7,56.3,1,77.4,30,25.0,2,0
APP008190,132600.0,0.164,19000.0,60.4,39.6,2,85.7,31,36.1,1,0
APP008191,106000.0,0.11,25400.0,49.8,50.2,1,78.7,27,33.2,2,0
APP008192,49400.0,0.232,9500.0,43.4,56.6,0,87.8,25,27.9,1,2
APP008193,261300.0,0.404,83600.0,40.8,59.2,0,84.3,29,7.7,2,0
APP008194,24500.0,0.357,22300.0,53.2,46.8,0,89.2,35,30.4,3,0
APP008195,38000.0,0.359,11400.0,52.0,48.0,3,97.3,40,10.8,2,2
APP008196,37500.0,0.184,41500.0,62.1,37.9,0,78.9,32,26.7,0,2
APP008197,31100.0,0.385,11800.0,44.0,56.0,0,85.3,32,8.7,0,0
APP008198,72100.0,0.073,46000.0,60.1,39.9,0,79.6,31,25.2,5,0
APP008199,128900.0,0.399,52500.0,65.3,34.7,1,76.9,39,34.9,2,0
APP008200,41900.0,0.636,17000.0,46.4,53.6,1,72.4,42,15.4,3,0
APP008201,70200.0,0.133,38200.0,62.1,37.9,0,77.6,28,15.7,0,0
APP008202,89700.0,0.23,22600.0,40.4,59.6,0,80.0,24,12.6,1,0
APP008203,118900.0,0.05,26200.0,65.2,34.8,0,89.7,29,37.3,0,0
APP008204,58600.0,0.05,28500.0,65.5,34.5,1,91.4,32,32.3,0,0
APP008205,22900.0,0.476,10800.0,38.3,61.7,0,88.0,24,14.2,1,0
APP008206,77000.0,0.065,16300.0,41.6,58.4,0,70.5,23,33.4,1,0
APP008207,104500.0,0.401,38500.0,65.3,34.7,0,91.1,31,8.9,2,0
APP008208,138500.0,0.05,36500.0,59.3,40.7,0,74.1,30,16.6,1,3
APP008209,21600.0,0.294,17300.0,59.5,40.5,0,92.0,25,5.6,1,0
APP008210,201400.0,0.633,65400.0,50.3,49.7,0,75.2,26,9.5,1,0
APP008211,61500.0,0.05,21400.0,57.4,42.6,0,98.2,40,32.6,2,0
APP008212,87700.0,0.05,19900.0,45.8,54.2,0,75.2,24,27.0,0,0
APP008213,41300.0,0.483,20800.0,41.4,58.6,0,79.2,31,20.7,0,0
APP008214,117400.0,0.125,50600.0,45.2,54.8,0,71.3,31,26.6,1,0
APP008215,76500.0,0.181,29900.0,46.5,53.5,0,72.3,31,29.2,3,0
APP008216,27100.0,0.231,21400.0,44.0,56.0,0,84.5,33,14.4,0,1
APP008217,13400.0,0.254,12800.0,33.9,66.1,0,89.0,36,13.6,1,0
APP008218,40600.0,0.193,34800.0,67.0,33.0,0,70.1,38,36.0,0,2
APP008219,60200.0,0.254,14900.0,48.3,51.7,2,72.6,28,8.6,0,1
APP008220,47600.0,0.066,31100.0,61.5,38.5,0,77.5,38,34.2,2,2
APP008221,108200.0,0.4,16400.0,50.1,49.9,0,97.5,34,10.3,4,0
APP008222,106500.0,0.234,27600.0,40.2,59.8,2,91.7,32,11.6,0,2
APP008223,31300.0,0.062,20100.0,44.7,55.3,1,78.8,29,18.6,0,0
APP008224,61300.0,0.05,17900.0,65.8,34.2,1,78.1,25,9.5,0,0
APP008225,11300.0,0.197,7400.0,43.9,56.1,1,75.6,39,37.1,2,0
APP008226,103900.0,0.05,36200.0,32.2,67.8,0,89.0,44,33.6,1,1
APP008227,104800.0,0.627,19700.0,48.4,51.6,0,85.6,29,35.8,1,0
APP008228,47700.0,0.05,23300.0,32.8,67.2,0,84.7,26,35.5,1,0
APP008229,86100.0,0.42,36900.0,44.7,55.3,2,96.2,15,22.2,0,0
APP008230,146700.0,0.05,49900.0,42.4,57.6,0,70.8,26,11.1,2,0
APP008231,110600.0,0.078,27500.0,53.9,46.1,0,73.0,29,18.0,0,0
APP008232,171700.0,0.151,54200.0,40.8,59.2,0,97.4,25,31.1,0,0
APP008233,105600.0,0.161,25100.0,38.3,61.7,0,92.8,24,32.8,1,0
APP008234,104500.0,0.05,23800.0,67.8,32.2,0,77.6,27,18.3,0,0
APP008235,25100.0,0.256,10500.0,43.3,56.7,0,85.8,34,34.2,2,0
APP008236,58800.0,0.112,72600.0,30.6,69.4,2,89.9,33,40.0,0,2
APP008237,90300.0,0.05,31000.0,47.5,52.5,0,83.1,42,38.5,0,0
APP008238,37700.0,0.856,5600.0,61.6,38.4,0,87.6,30,12.5,1,0
APP008239,21400.0,0.436,3500.0,61.0,39.0,0,72.5,27,27.0,2,0
APP008240,23000.0,0.24,14300.0,54.1,45.9,0,82.2,42,33.5,1,0
APP008241,102400.0,0.253,24600.0,67.9,32.1,0,83.3,37,16.3,0,1
APP008242,63500.0,0.05,28600.0,36.8,63.2,0,94.9,28,28.9,3,3
APP008243,141400.0,0.337,36200.0,53.3,46.7,1,87.5,24,6.9,1,0
APP008244,160000.0,0.069,50700.0,49.0,51.0,0,89.1,31,38.1,1,0
APP008245,17000.0,0.182,7700.0,36.7,63.3,0,81.5,22,13.4,2,1
APP008246,33900.0,0.087,13600.0,68.4,31.6,0,96.3,34,6.9,2,0
APP008247,216600.0,1.214,46900.0,30.5,69.5,0,73.9,36,16.3,0,2
APP008248,36800.0,0.319,17800.0,43.4,56.6,0,77.8,27,38.5,0,0
APP008249,113900.0,0.188,30300.0,36.9,63.1,0,84.1,35,23.6,1,4
APP008250,56600.0,0.57,13500.0,39.8,60.2,1,86.7,29,29.4,0,1
APP008251,82300.0,0.607,15300.0,32.3,67.7,0,77.2,28,11.5,0,0
APP008252,40400.0,0.05,20800.0,55.7,44.3,5,83.1,28,28.2,1,0
APP008253,100300.0,0.224,58900.0,67.4,32.6,0,78.8,28,26.0,1,0
APP008254,129100.0,0.334,26500.0,60.9,39.1,1,86.1,28,14.4,1,0
APP008255,52900.0,0.072,21500.0,69.3,30.7,0,71.3,38,28.6,2,0
APP008256,185300.0,0.191,51400.0,43.6,56.4,0,96.9,33,13.4,1,0
APP008257,76000.0,0.376,31400.0,62.8,37.2,0,96.8,32,8.6,1,1
APP008258,45500.0,0.664,13700.0,57.9,42.1,0,80.1,28,31.7,1,0
APP008259,13200.0,0.05,7800.0,65.0,35.0,0,79.8,33,11.2,1,0
APP008260,166000.0,1.173,42500.0,47.9,52.1,0,99.6,25,19.6,4,0
APP008261,24200.0,0.076,22200.0,31.6,68.4,0,74.9,41,30.0,1,0
APP008262,106200.0,0.926,29800.0,55.1,44.9,0,80.8,27,14.6,0,0
APP008263,132600.0,0.791,31000.0,49.2,50.8,0,71.7,26,20.6,1,1
APP008264,49700.0,0.124,21100.0,67.9,32.1,0,78.8,39,35.0,2,1
APP008265,56000.0,0.344,26000.0,33.1,66.9,0,98.0,33,13.4,0,0
APP008266,34600.0,0.263,27500.0,60.2,39.8,0,85.9,34,11.1,1,0
APP008267,58900.0,0.05,29600.0,35.1,64.9,2,85.7,31,15.6,1,0
APP008268,184200.0,0.227,57800.0,65.0,35.0,0,89.2,32,31.2,0,0
APP008269,127000.0,0.497,23500.0,63.7,36.3,1,94.8,35,28.5,4,1
APP008270,60900.0,0.05,28600.0,47.0,53.0,0,85.7,33,17.9,0,0
APP008271,131600.0,0.342,34300.0,69.8,30.2,1,80.6,39,36.0,1,0
APP008272,221500.0,0.725,58200.0,68.0,32.0,0,85.1,35,34.6,0,0
APP008273,129000.0,0.225,36300.0,69.8,30.2,0,76.1,32,5.8,1,0
APP008274,99800.0,0.805,30800.0,67.4,32.6,0,84.0,32,33.8,2,0
APP008275,57000.0,0.415,19700.0,52.0,48.0,0,76.3,29,25.0,0,1
APP008276,221200.0,0.632,34200.0,66.0,34.0,2,77.8,37,25.6,3,0
APP008277,54100.0,0.074,16200.0,40.3,59.7,0,97.5,21,9.7,0,1
APP008278,13100.0,0.068,7500.0,56.6,43.4,0,86.8,23,22.1,0,0
APP008279,131400.0,0.915,35100.0,62.3,37.7,1,76.7,26,32.3,2,0
APP008280,287000.0,0.08,71700.0,58.1,41.9,0,79.9,28,39.7,2,1
APP008281,90500.0,0.05,21200.0,31.0,69.0,2,81.2,22,19.5,0,2
